energy;tempo;danceability;playlist_genre;loudness;liveness;valence;track_artist;time_signature;speechiness;track_popularity;track_href;uri;track_album_name;playlist_name;analysis_url;track_id;track_name;track_album_release_date;instrumentalness;track_album_id;music_mode;music_key;duration_ms;acousticness;id;playlist_subgenre;music_type;playlist_id
879;129991;812;pop;-10998;365;962;Aqua;4;397;74;https://api.spotify.com/v1/tracks/5ZrDlcxIDZyjOzHdYW1ydr;spotify:track:5ZrDlcxIDZyjOzHdYW1ydr;Aquarium (Special Edition);Throwback Party;https://api.spotify.com/v1/audio-analysis/5ZrDlcxIDZyjOzHdYW1ydr;5ZrDlcxIDZyjOzHdYW1ydr;Barbie Girl;1997-01-01;224;3hHmYc6mrl6NkmRW1ZwYvm;0;1;197960;17;5ZrDlcxIDZyjOzHdYW1ydr;throwback;audio_features;37i9dQZF1DX7F6T2n2fegs
711;110621;975;pop;-3904;799;815;Timbaland, Justin Timberlake, Nelly Furtado;4;632;74;https://api.spotify.com/v1/tracks/0wbDgMuAoy7O7pL3a69uZx;spotify:track:0wbDgMuAoy7O7pL3a69uZx;Shock Value;Throwback Party;https://api.spotify.com/v1/audio-analysis/0wbDgMuAoy7O7pL3a69uZx;0wbDgMuAoy7O7pL3a69uZx;Give It To Me;2007-04-02;552;0V7TZQmJBgI81M9Z7GWxCI;1;8;234027;168;0wbDgMuAoy7O7pL3a69uZx;throwback;audio_features;37i9dQZF1DX7F6T2n2fegs
772;128168;766;pop;-9362;183;919;Depeche Mode;4;353;74;https://api.spotify.com/v1/tracks/0qi4b1l0eT3jpzeNHeFXDT;spotify:track:0qi4b1l0eT3jpzeNHeFXDT;Speak and Spell (Deluxe);Throwback Party;https://api.spotify.com/v1/audio-analysis/0qi4b1l0eT3jpzeNHeFXDT;0qi4b1l0eT3jpzeNHeFXDT;Just Can't Get Enough;1981-11-02;584;0Zp2eVzR9FW6lKX05lRpcu;1;0;220893;403;0qi4b1l0eT3jpzeNHeFXDT;throwback;audio_features;37i9dQZF1DX7F6T2n2fegs
535;103644;707;pop;-19793;884;641;Bee Gees;4;436;74;https://api.spotify.com/v1/tracks/4UDmDIqJIbrW0hMBQMFOsM;spotify:track:4UDmDIqJIbrW0hMBQMFOsM;Staying Alive (Original Motion Picture Soundtrack);Throwback Party;https://api.spotify.com/v1/audio-analysis/4UDmDIqJIbrW0hMBQMFOsM;4UDmDIqJIbrW0hMBQMFOsM;Stayin' Alive;1977-12-13;615;6iqFb4EhmlHHjJGFcRgJmQ;0;10;92867;113;4UDmDIqJIbrW0hMBQMFOsM;throwback;audio_features;37i9dQZF1DX7F6T2n2fegs
833;95487;715;pop;-5379;164;612;Mark Morrison;4;108;73;https://api.spotify.com/v1/tracks/3jDdpx9PMlfMBS5tOBHFm9;spotify:track:3jDdpx9PMlfMBS5tOBHFm9;Return of the Mack;Throwback Party;https://api.spotify.com/v1/audio-analysis/3jDdpx9PMlfMBS5tOBHFm9;3jDdpx9PMlfMBS5tOBHFm9;Return of the Mack;1996-04-22;0;6plavTFCGXv5vpy0jZVtOV;1;2;213093;631;3jDdpx9PMlfMBS5tOBHFm9;throwback;audio_features;37i9dQZF1DX7F6T2n2fegs
821;118881;878;pop;-9875;183;947;Michael Jackson;4;89;73;https://api.spotify.com/v1/tracks/46eu3SBuFCXWsPT39Yg3tJ;spotify:track:46eu3SBuFCXWsPT39Yg3tJ;Off the Wall;Throwback Party;https://api.spotify.com/v1/audio-analysis/46eu3SBuFCXWsPT39Yg3tJ;46eu3SBuFCXWsPT39Yg3tJ;Don't Stop 'Til You Get Enough;1979-08-10;461;2ZytN2cY4Zjrr9ukb2rqTP;1;11;365467;126;46eu3SBuFCXWsPT39Yg3tJ;throwback;audio_features;37i9dQZF1DX7F6T2n2fegs
495;104409;737;pop;-13489;542;967;Frankie Valli & The Four Seasons;4;27;73;https://api.spotify.com/v1/tracks/1hQFF33xi8ruavZNyovtUN;spotify:track:1hQFF33xi8ruavZNyovtUN;Who Loves You;Throwback Party;https://api.spotify.com/v1/audio-analysis/1hQFF33xi8ruavZNyovtUN;1hQFF33xi8ruavZNyovtUN;December, 1963 (Oh What a Night!);1975;0,000912;7fbHVufa1ZvEWWpDppEXHU;1;1;197147;588;1hQFF33xi8ruavZNyovtUN;throwback;audio_features;37i9dQZF1DX7F6T2n2fegs
699;122987;811;pop;-5211;148;733;Madcon, Ray Dalton;4;114;73;https://api.spotify.com/v1/tracks/63CSozvYUEudPp12679UVF;spotify:track:63CSozvYUEudPp12679UVF;Don't Worry (feat. Ray Dalton);Throwback Party;https://api.spotify.com/v1/audio-analysis/63CSozvYUEudPp12679UVF;63CSozvYUEudPp12679UVF;Don't Worry (with Ray Dalton) - Radio Edit;2015-04-10;0,000138;7rtYhYGbnV4OPbqIhendi8;1;7;214789;726;63CSozvYUEudPp12679UVF;throwback;audio_features;37i9dQZF1DX7F6T2n2fegs
954;178043;425;pop;-3756;555;933;Ricky Martin;4;476;73;https://api.spotify.com/v1/tracks/0Ph6L4l8dYUuXFmb71Ajnd;spotify:track:0Ph6L4l8dYUuXFmb71Ajnd;Ricky Martin;Throwback Party;https://api.spotify.com/v1/audio-analysis/0Ph6L4l8dYUuXFmb71Ajnd;0Ph6L4l8dYUuXFmb71Ajnd;Livin' la Vida Loca;1999;0;1k1Cr3nlJDa8pvwZUJ5xfj;0;1;243160;414;0Ph6L4l8dYUuXFmb71Ajnd;throwback;audio_features;37i9dQZF1DX7F6T2n2fegs
599;119993;853;pop;-4756;759;843;Robin Thicke, T.I., Pharrell Williams;4;411;73;https://api.spotify.com/v1/tracks/0n4bITAu0Y0nigrz3MFJMb;spotify:track:0n4bITAu0Y0nigrz3MFJMb;Blurred Lines (Deluxe);Throwback Party;https://api.spotify.com/v1/audio-analysis/0n4bITAu0Y0nigrz3MFJMb;0n4bITAu0Y0nigrz3MFJMb;Blurred Lines;2013-01-01;0,000793;1eHyfkrIOVLGVnt5E4MD2j;1;7;263827;334;0n4bITAu0Y0nigrz3MFJMb;throwback;audio_features;37i9dQZF1DX7F6T2n2fegs
931;113026;753;pop;-4922;234;767;Madonna, Justin Timberlake, Timbaland;4;653;73;https://api.spotify.com/v1/tracks/1oHClQEgDmmbcEx12Kc5nZ;spotify:track:1oHClQEgDmmbcEx12Kc5nZ;Celebration (double disc version);Throwback Party;https://api.spotify.com/v1/audio-analysis/1oHClQEgDmmbcEx12Kc5nZ;1oHClQEgDmmbcEx12Kc5nZ;4 Minutes (feat. Justin Timberlake & Timbaland);2009-09-18;696;43lok9zd7BW5CoYkXZs7S0;1;2;189693;994;1oHClQEgDmmbcEx12Kc5nZ;throwback;audio_features;37i9dQZF1DX7F6T2n2fegs
837;126342;597;pop;-6518;839;447;Eric Prydz;4;375;73;https://api.spotify.com/v1/tracks/1xNcBAoUw8Hz6LqK2jt4Ff;spotify:track:1xNcBAoUw8Hz6LqK2jt4Ff;Call on Me (Radio Mix);Throwback Party;https://api.spotify.com/v1/audio-analysis/1xNcBAoUw8Hz6LqK2jt4Ff;1xNcBAoUw8Hz6LqK2jt4Ff;Call on Me - Radio Mix;2004-09-10;115;7thKR3tw162CqNqIRdwZ3z;1;10;171360;427;1xNcBAoUw8Hz6LqK2jt4Ff;throwback;audio_features;37i9dQZF1DX7F6T2n2fegs
713;115443;784;pop;-6865;904;97;The Emotions;4;339;73;https://api.spotify.com/v1/tracks/2M2WJ7gBlcKNxdhyfPp9zY;spotify:track:2M2WJ7gBlcKNxdhyfPp9zY;Rejoice;Throwback Party;https://api.spotify.com/v1/audio-analysis/2M2WJ7gBlcKNxdhyfPp9zY;2M2WJ7gBlcKNxdhyfPp9zY;Best of My Love;1977-06-10;14;7iJCy3T66FJmXT7LGVd3QA;1;0;220560;447;2M2WJ7gBlcKNxdhyfPp9zY;throwback;audio_features;37i9dQZF1DX7F6T2n2fegs
985;12799;801;pop;-269;297;72;Bingo Players, Far East Movement;4;647;72;https://api.spotify.com/v1/tracks/3wLPRjw2XQpmowqXUXb3UF;spotify:track:3wLPRjw2XQpmowqXUXb3UF;Get Up (Rattle) [feat. Far East Movement];Throwback Party;https://api.spotify.com/v1/audio-analysis/3wLPRjw2XQpmowqXUXb3UF;3wLPRjw2XQpmowqXUXb3UF;Get Up (Rattle) [feat. Far East Movement] - Vocal Edit;2012-12-08;0,000686;2i27N4YvO0SHfZtMyBUnj6;1;7;166933;205;3wLPRjw2XQpmowqXUXb3UF;throwback;audio_features;37i9dQZF1DX7F6T2n2fegs
271;111485;898;pop;-12238;461;742;Prince;4;91;73;https://api.spotify.com/v1/tracks/62LJFaYihsdVrrkgUOJC05;spotify:track:62LJFaYihsdVrrkgUOJC05;Parade - Music from the Motion Picture Under the Cherry Moon;Throwback Party;https://api.spotify.com/v1/audio-analysis/62LJFaYihsdVrrkgUOJC05;62LJFaYihsdVrrkgUOJC05;Kiss;1986-03-31;138;54DjkEN3wdCQgfCTZ9WjdB;1;7;226240;135;62LJFaYihsdVrrkgUOJC05;throwback;audio_features;37i9dQZF1DX7F6T2n2fegs
876;129884;666;pop;-3078;259;552;David Guetta, Flo Rida, Nicki Minaj;4;414;72;https://api.spotify.com/v1/tracks/7ks6AZmFcm3Y6PGGxGSmlB;spotify:track:7ks6AZmFcm3Y6PGGxGSmlB;Nothing but the Beat (Ultimate Edition);Throwback Party;https://api.spotify.com/v1/audio-analysis/7ks6AZmFcm3Y6PGGxGSmlB;7ks6AZmFcm3Y6PGGxGSmlB;Where Them Girls At (feat. Nicki Minaj & Flo Rida);2012-12-07;0;4bTjdxhRRUiWfwj200f9Kl;1;3;194840;55;7ks6AZmFcm3Y6PGGxGSmlB;throwback;audio_features;37i9dQZF1DX7F6T2n2fegs
76;129996;702;pop;-3174;132;696;Katy Perry;4;684;72;https://api.spotify.com/v1/tracks/14iN3o8ptQ8cFVZTEmyQRV;spotify:track:14iN3o8ptQ8cFVZTEmyQRV;One Of The Boys;Throwback Party;https://api.spotify.com/v1/audio-analysis/14iN3o8ptQ8cFVZTEmyQRV;14iN3o8ptQ8cFVZTEmyQRV;I Kissed A Girl;2008-06-17;0;3OALgjCs6Lqw41853v4wEQ;1;5;179640;226;14iN3o8ptQ8cFVZTEmyQRV;throwback;audio_features;37i9dQZF1DX7F6T2n2fegs
534;10817;877;pop;-6178;441;89;Will Smith;4;15;72;https://api.spotify.com/v1/tracks/6e8Ou0wiqAzIpWb2eSxll8;spotify:track:6e8Ou0wiqAzIpWb2eSxll8;Big Willie Style;Throwback Party;https://api.spotify.com/v1/audio-analysis/6e8Ou0wiqAzIpWb2eSxll8;6e8Ou0wiqAzIpWb2eSxll8;Miami;1997-10-03;0,00167;2esWeP8Ln1sXA0jbDmi3Zq;1;1;197560;339;6e8Ou0wiqAzIpWb2eSxll8;throwback;audio_features;37i9dQZF1DX7F6T2n2fegs
838;100021;832;pop;-5414;152;965;Mr. President;4;421;72;https://api.spotify.com/v1/tracks/5fRvePkRGdpn2nKacG7I6d;spotify:track:5fRvePkRGdpn2nKacG7I6d;We See The Same Sun;Throwback Party;https://api.spotify.com/v1/audio-analysis/5fRvePkRGdpn2nKacG7I6d;5fRvePkRGdpn2nKacG7I6d;Coco Jamboo;1996-05-17;0;2aMWSTZkHdS6mR28WtpuxY;0;1;218733;791;5fRvePkRGdpn2nKacG7I6d;throwback;audio_features;37i9dQZF1DX7F6T2n2fegs
868;131468;704;pop;-5808;206;808;Patrick Hernandez;4;315;72;https://api.spotify.com/v1/tracks/3XIEWK1V9n25PS9Vb6axj5;spotify:track:3XIEWK1V9n25PS9Vb6axj5;Born to Be Alive (The Original);Throwback Party;https://api.spotify.com/v1/audio-analysis/3XIEWK1V9n25PS9Vb6axj5;3XIEWK1V9n25PS9Vb6axj5;Born to Be Alive - The Original;1978;0;0kVK9lFFTzhnEb4ETElbCD;1;2;188133;834;3XIEWK1V9n25PS9Vb6axj5;throwback;audio_features;37i9dQZF1DX7F6T2n2fegs
662;124149;729;pop;-7191;305;359;Stardust, Benjamin Diamond, Alan Braxe, Thomas Bangalter;4;337;72;https://api.spotify.com/v1/tracks/1mv4lh1rW1K6xhxhJmEezy;spotify:track:1mv4lh1rW1K6xhxhJmEezy;Music Sounds Better With You;Throwback Party;https://api.spotify.com/v1/audio-analysis/1mv4lh1rW1K6xhxhJmEezy;1mv4lh1rW1K6xhxhJmEezy;Music Sounds Better With You - Radio Edit;1998-07-20;208;7Kusf5plZjl76X5ARWJbNO;0;5;260907;128;1mv4lh1rW1K6xhxhJmEezy;throwback;audio_features;37i9dQZF1DX7F6T2n2fegs
937;132067;727;pop;-2871;91;749;PSY;4;286;72;https://api.spotify.com/v1/tracks/03UrZgTINDqvnUMbbIMhql;spotify:track:03UrZgTINDqvnUMbbIMhql;Gangnam Style (강남스타일);Throwback Party;https://api.spotify.com/v1/audio-analysis/03UrZgTINDqvnUMbbIMhql;03UrZgTINDqvnUMbbIMhql;Gangnam Style (강남스타일);2012-01-01;0;0ZjxizLeMyFEjR27JIvD99;0;11;219493;417;03UrZgTINDqvnUMbbIMhql;throwback;audio_features;37i9dQZF1DX7F6T2n2fegs
859;124948;733;pop;-503;105;52;R3HAB, A Touch Of Class;4;33;71;https://api.spotify.com/v1/tracks/02itaCXOdC54J0ISjqqFAp;spotify:track:02itaCXOdC54J0ISjqqFAp;All Around The World (La La La);Throwback Party;https://api.spotify.com/v1/audio-analysis/02itaCXOdC54J0ISjqqFAp;02itaCXOdC54J0ISjqqFAp;All Around The World (La La La);2019-04-05;645;0Y59j5oCvwTM2aNyPb6YpJ;0;9;147840;479;02itaCXOdC54J0ISjqqFAp;throwback;audio_features;37i9dQZF1DX7F6T2n2fegs
786;96987;808;pop;-6897;574;899;Ace of Base;4;447;71;https://api.spotify.com/v1/tracks/0hrBpAOgrt8RXigk83LLNE;spotify:track:0hrBpAOgrt8RXigk83LLNE;The Sign;Throwback Party;https://api.spotify.com/v1/audio-analysis/0hrBpAOgrt8RXigk83LLNE;0hrBpAOgrt8RXigk83LLNE;The Sign;1993-12-24;701;5UwIyIyFzkM7wKeGtRJPgB;0;4;191240;928;0hrBpAOgrt8RXigk83LLNE;throwback;audio_features;37i9dQZF1DX7F6T2n2fegs
63;120016;875;pop;-3475;127;548;The Pussycat Dolls, Busta Rhymes;4;994;71;https://api.spotify.com/v1/tracks/0BxfFnk0YzONqvmrkO0QrB;spotify:track:0BxfFnk0YzONqvmrkO0QrB;PCD;Throwback Party;https://api.spotify.com/v1/audio-analysis/0BxfFnk0YzONqvmrkO0QrB;0BxfFnk0YzONqvmrkO0QrB;Don't Cha;2005-01-01;0,000247;53zV9rZ5yfWgigsmuJtYpG;1;1;272080;546;0BxfFnk0YzONqvmrkO0QrB;throwback;audio_features;37i9dQZF1DX7F6T2n2fegs
517;133149;867;pop;-1322;864;862;MC Hammer;4;88;71;https://api.spotify.com/v1/tracks/1B75hgRqe7A4fwee3g3Wmu;spotify:track:1B75hgRqe7A4fwee3g3Wmu;Please Hammer Don't Hurt 'Em;Throwback Party;https://api.spotify.com/v1/audio-analysis/1B75hgRqe7A4fwee3g3Wmu;1B75hgRqe7A4fwee3g3Wmu;U Can't Touch This;1990-02-20;343;4r1WecJyt5FOhglysp9zhN;0;11;257360;449;1B75hgRqe7A4fwee3g3Wmu;throwback;audio_features;37i9dQZF1DX7F6T2n2fegs
907;140982;518;pop;-3732;838;961;Billy Ocean;4;343;71;https://api.spotify.com/v1/tracks/4GhtDORJiSRYxj6M1bv0vX;spotify:track:4GhtDORJiSRYxj6M1bv0vX;Billy Ocean (Expanded Edition);Throwback Party;https://api.spotify.com/v1/audio-analysis/4GhtDORJiSRYxj6M1bv0vX;4GhtDORJiSRYxj6M1bv0vX;Love Really Hurts Without You;1976-01-05;0,00115;6o3pySsbnUSjfJvLFSMZgz;1;5;179013;221;4GhtDORJiSRYxj6M1bv0vX;throwback;audio_features;37i9dQZF1DX7F6T2n2fegs
936;131986;729;pop;-7536;367;598;Rednex;4;776;71;https://api.spotify.com/v1/tracks/06hsdMbBxWGqBO0TV0Zrkf;spotify:track:06hsdMbBxWGqBO0TV0Zrkf;Sex & Violins;Throwback Party;https://api.spotify.com/v1/audio-analysis/06hsdMbBxWGqBO0TV0Zrkf;06hsdMbBxWGqBO0TV0Zrkf;Cotton Eye Joe;1994-08-12;892;5DA2dJgKERij9OVWbJDZDj;1;9;194000;129;06hsdMbBxWGqBO0TV0Zrkf;throwback;audio_features;37i9dQZF1DX7F6T2n2fegs
828;123907;587;pop;-5108;331;493;Lady Gaga;4;161;71;https://api.spotify.com/v1/tracks/30XU4suKzCeoCK9YFzdufg;spotify:track:30XU4suKzCeoCK9YFzdufg;Born This Way (International Special Edition Version);Throwback Party;https://api.spotify.com/v1/audio-analysis/30XU4suKzCeoCK9YFzdufg;30XU4suKzCeoCK9YFzdufg;Born This Way;2011-05-23;0;6LY3AerY6KNGOPsNPL63Kk;1;11;260253;327;30XU4suKzCeoCK9YFzdufg;throwback;audio_features;37i9dQZF1DX7F6T2n2fegs
763;101965;72;pop;-4068;18;742;Clean Bandit, Sean Paul, Anne-Marie;4;523;70;https://api.spotify.com/v1/tracks/5knuzwU65gJK7IF5yJsuaW;spotify:track:5knuzwU65gJK7IF5yJsuaW;Rockabye (feat. Sean Paul & Anne-Marie);Throwback Party;https://api.spotify.com/v1/audio-analysis/5knuzwU65gJK7IF5yJsuaW;5knuzwU65gJK7IF5yJsuaW;Rockabye (feat. Sean Paul & Anne-Marie);2016-10-21;0;3meZFplbMmji648oWUNEfQ;0;9;251088;406;5knuzwU65gJK7IF5yJsuaW;throwback;audio_features;37i9dQZF1DX7F6T2n2fegs
573;107363;684;pop;-123;306;716;Baltimora;4;261;70;https://api.spotify.com/v1/tracks/273uCXd7NPrInaiNqtkOrA;spotify:track:273uCXd7NPrInaiNqtkOrA;Living In The Background;Throwback Party;https://api.spotify.com/v1/audio-analysis/273uCXd7NPrInaiNqtkOrA;273uCXd7NPrInaiNqtkOrA;Tarzan Boy;1985-01-01;28;2AclHzFubT46QrjWFSfkk9;1;5;378947;318;273uCXd7NPrInaiNqtkOrA;throwback;audio_features;37i9dQZF1DX7F6T2n2fegs
805;127808;69;pop;-11522;95;799;Corona;4;336;70;https://api.spotify.com/v1/tracks/0ofMkI3jzmGCElAOgOLeo3;spotify:track:0ofMkI3jzmGCElAOgOLeo3;The Rhythm of the Night;Throwback Party;https://api.spotify.com/v1/audio-analysis/0ofMkI3jzmGCElAOgOLeo3;0ofMkI3jzmGCElAOgOLeo3;The Rhythm of the Night;1994;739;6rrPmmb2lQd5pNRL6HKBZx;0;5;264280;232;0ofMkI3jzmGCElAOgOLeo3;throwback;audio_features;37i9dQZF1DX7F6T2n2fegs
732;146005;583;pop;-5729;269;277;Zara Larsson, MNEK;4;459;70;https://api.spotify.com/v1/tracks/6hmhG1b4LEyNuashVvuIAo;spotify:track:6hmhG1b4LEyNuashVvuIAo;So Good;Throwback Party;https://api.spotify.com/v1/audio-analysis/6hmhG1b4LEyNuashVvuIAo;6hmhG1b4LEyNuashVvuIAo;Never Forget You;2017-03-17;0,000957;5YLRVHDVRw3QqWbeTGpC5B;0;11;213428;315;6hmhG1b4LEyNuashVvuIAo;throwback;audio_features;37i9dQZF1DX7F6T2n2fegs
792;116012;979;pop;-2784;102;583;Vanilla Ice;4;388;70;https://api.spotify.com/v1/tracks/3XVozq1aeqsJwpXrEZrDJ9;spotify:track:3XVozq1aeqsJwpXrEZrDJ9;Vanilla Ice Is Back! - Hip Hop Classics;Throwback Party;https://api.spotify.com/v1/audio-analysis/3XVozq1aeqsJwpXrEZrDJ9;3XVozq1aeqsJwpXrEZrDJ9;Ice Ice Baby;2008-11-04;0,000771;20O6lfaDAoMhUj5TAvVbb6;1;2;254467;25;3XVozq1aeqsJwpXrEZrDJ9;throwback;audio_features;37i9dQZF1DX7F6T2n2fegs
556;138978;531;pop;-6245;318;156;Chezile;3;252;82;https://api.spotify.com/v1/tracks/5e0b9LgOfi3aJSKXFcOWRe;spotify:track:5e0b9LgOfi3aJSKXFcOWRe;Beanie;Bedroom Pop;https://api.spotify.com/v1/audio-analysis/5e0b9LgOfi3aJSKXFcOWRe;5e0b9LgOfi3aJSKXFcOWRe;Beanie;2023-11-28;915;3sgTZuoyovg4bR5iTgQoo3;1;5;132160;407;5e0b9LgOfi3aJSKXFcOWRe;bedroom;audio_features;37i9dQZF1DXcxvFzl58uP7
663;146053;634;pop;-6818;102;6;beabadoobee;4;331;80;https://api.spotify.com/v1/tracks/41P6Tnd8KIHqON0QIydx6a;spotify:track:41P6Tnd8KIHqON0QIydx6a;Beatopia;Bedroom Pop;https://api.spotify.com/v1/audio-analysis/41P6Tnd8KIHqON0QIydx6a;41P6Tnd8KIHqON0QIydx6a;the perfect pair;2022-07-15;124;2rhNQbqRNxiNQkDXTffe1V;1;11;177533;433;41P6Tnd8KIHqON0QIydx6a;bedroom;audio_features;37i9dQZF1DXcxvFzl58uP7
394;96192;421;pop;-8312;984;399;Rio Romeo;3;277;78;https://api.spotify.com/v1/tracks/0EF1EE8zusg3Y869e56JFd;spotify:track:0EF1EE8zusg3Y869e56JFd;Good God!;Bedroom Pop;https://api.spotify.com/v1/audio-analysis/0EF1EE8zusg3Y869e56JFd;0EF1EE8zusg3Y869e56JFd;Nothing's New;2022-09-23;0,000474;3fIxJzinc2MADbgfkLrmYY;1;11;211000;863;0EF1EE8zusg3Y869e56JFd;bedroom;audio_features;37i9dQZF1DXcxvFzl58uP7
546;104996;742;pop;-7694;115;868;Clairo;4;315;78;https://api.spotify.com/v1/tracks/6UFivO2zqqPFPoQYsEMuCc;spotify:track:6UFivO2zqqPFPoQYsEMuCc;Immunity;Bedroom Pop;https://api.spotify.com/v1/audio-analysis/6UFivO2zqqPFPoQYsEMuCc;6UFivO2zqqPFPoQYsEMuCc;Bags;2019-08-02;38;4kkVGtCqE2NiAKosri9Rnd;1;1;260520;172;6UFivO2zqqPFPoQYsEMuCc;bedroom;audio_features;37i9dQZF1DXcxvFzl58uP7
486;1639;687;pop;-8673;115;792;HYBS;4;579;76;https://api.spotify.com/v1/tracks/0MJ5wKsPEeihONNfugHGy7;spotify:track:0MJ5wKsPEeihONNfugHGy7;Tip Toe;Bedroom Pop;https://api.spotify.com/v1/audio-analysis/0MJ5wKsPEeihONNfugHGy7;0MJ5wKsPEeihONNfugHGy7;Tip Toe;2023-06-20;126;2uNZ0G4uxGlzuqULW6lQnF;1;11;224726;587;0MJ5wKsPEeihONNfugHGy7;bedroom;audio_features;37i9dQZF1DXcxvFzl58uP7
529;75515;551;pop;-10469;178;521;Mac DeMarco;4;517;80;https://api.spotify.com/v1/tracks/2R4AlwtrrkMaRKojcTIzmL;spotify:track:2R4AlwtrrkMaRKojcTIzmL;This Old Dog;Bedroom Pop;https://api.spotify.com/v1/audio-analysis/2R4AlwtrrkMaRKojcTIzmL;2R4AlwtrrkMaRKojcTIzmL;For the First Time;2017-05-05;93;4NNq2vwTapv4fSJcrZbPH7;0;5;182307;296;2R4AlwtrrkMaRKojcTIzmL;bedroom;audio_features;37i9dQZF1DXcxvFzl58uP7
867;129989;696;pop;-25203;108;349;sign crushes motorist;4;418;73;https://api.spotify.com/v1/tracks/0Z94dtWElamDwU4NrcGoUR;spotify:track:0Z94dtWElamDwU4NrcGoUR;i'll be okay;Bedroom Pop;https://api.spotify.com/v1/audio-analysis/0Z94dtWElamDwU4NrcGoUR;0Z94dtWElamDwU4NrcGoUR;Better;2022-08-05;922;3yLxcdaNKhpogNECAju75d;1;7;98750;988;0Z94dtWElamDwU4NrcGoUR;bedroom;audio_features;37i9dQZF1DXcxvFzl58uP7
585;102331;75;pop;-7576;155;584;Clairo;4;285;73;https://api.spotify.com/v1/tracks/5mIOsPuQdXchVY0jB5NO9Q;spotify:track:5mIOsPuQdXchVY0jB5NO9Q;4EVER;Bedroom Pop;https://api.spotify.com/v1/audio-analysis/5mIOsPuQdXchVY0jB5NO9Q;5mIOsPuQdXchVY0jB5NO9Q;4EVER;2018-04-27;552;7E5bHNtTN25JAw8vJALDz9;0;9;159595;49;5mIOsPuQdXchVY0jB5NO9Q;bedroom;audio_features;37i9dQZF1DXcxvFzl58uP7
286;71123;587;pop;-8839;214;302;Faye Webster;4;315;71;https://api.spotify.com/v1/tracks/2VYnlKxB8jpbCeLUjQsebc;spotify:track:2VYnlKxB8jpbCeLUjQsebc;I Know I'm Funny haha;Bedroom Pop;https://api.spotify.com/v1/audio-analysis/2VYnlKxB8jpbCeLUjQsebc;2VYnlKxB8jpbCeLUjQsebc;In A Good Way;2021-06-25;288;424bxvpYyNDM2DFFibeKs0;1;9;224680;185;2VYnlKxB8jpbCeLUjQsebc;bedroom;audio_features;37i9dQZF1DXcxvFzl58uP7
382;155901;541;pop;-14323;304;343;girl in red;4;35;73;https://api.spotify.com/v1/tracks/5PjdC2gMATetx5xdnwGUu7;spotify:track:5PjdC2gMATetx5xdnwGUu7;i wanna be your girlfriend;Bedroom Pop;https://api.spotify.com/v1/audio-analysis/5PjdC2gMATetx5xdnwGUu7;5PjdC2gMATetx5xdnwGUu7;i wanna be your girlfriend;2018-03-02;836;14cEutEbb3i2vDp3ZopdJf;1;7;204991;215;5PjdC2gMATetx5xdnwGUu7;bedroom;audio_features;37i9dQZF1DXcxvFzl58uP7
568;107849;614;rock;-5477;997;516;Audioslave;4;276;77;https://api.spotify.com/v1/tracks/3YuaBvuZqcwN3CEAyyoaei;spotify:track:3YuaBvuZqcwN3CEAyyoaei;Audioslave;Alternative Rock;https://api.spotify.com/v1/audio-analysis/3YuaBvuZqcwN3CEAyyoaei;3YuaBvuZqcwN3CEAyyoaei;Like a Stone;2002-11-17;0;78guAsers0klWl6RwzgDLd;0;7;293960;797;3YuaBvuZqcwN3CEAyyoaei;alternative;audio_features;4q2NzGlz5Nn6kB6Dh2vBKX
532;8503;548;rock;-7596;217;405;Arctic Monkeys;4;323;84;https://api.spotify.com/v1/tracks/5FVd6KXrgO9B3JPmC8OPst;spotify:track:5FVd6KXrgO9B3JPmC8OPst;AM;Alternative Rock;https://api.spotify.com/v1/audio-analysis/5FVd6KXrgO9B3JPmC8OPst;5FVd6KXrgO9B3JPmC8OPst;Do I Wanna Know?;2013-09-09;263;78bpIziExqiI9qztvNFlQu;1;5;272394;186;5FVd6KXrgO9B3JPmC8OPst;alternative;audio_features;4q2NzGlz5Nn6kB6Dh2vBKX
713;74989;645;rock;-5355;113;566;Twenty One Pilots;4;393;80;https://api.spotify.com/v1/tracks/2Z8WuEywRWYTKe1NybPQEW;spotify:track:2Z8WuEywRWYTKe1NybPQEW;Blurryface;Alternative Rock;https://api.spotify.com/v1/audio-analysis/2Z8WuEywRWYTKe1NybPQEW;2Z8WuEywRWYTKe1NybPQEW;Ride;2015-05-15;0;3cQO7jp5S9qLBoIVtbkSM1;1;6;214507;835;2Z8WuEywRWYTKe1NybPQEW;alternative;audio_features;4q2NzGlz5Nn6kB6Dh2vBKX
795;123229;458;rock;-3265;756;513;Red Hot Chili Peppers;4;574;81;https://api.spotify.com/v1/tracks/64BbK9SFKH2jk86U3dGj2P;spotify:track:64BbK9SFKH2jk86U3dGj2P;Californication (Deluxe Edition);Alternative Rock;https://api.spotify.com/v1/audio-analysis/64BbK9SFKH2jk86U3dGj2P;64BbK9SFKH2jk86U3dGj2P;Otherside;1999-06-08;202;2Y9IRtehByVkegoD7TcLfi;1;0;255373;316;64BbK9SFKH2jk86U3dGj2P;alternative;audio_features;4q2NzGlz5Nn6kB6Dh2vBKX
