NOME_MUNICIPIO,UF,Valor_Medio_Pago,Etiqueta_Classificacao
ITAGUARA,MG,632.4341463414634,Baixo Repasse
SAPUCAIA,PA,713.4438722966014,Alto Repasse
ANHANGUERA,GO,648.2631578947369,Baixo Repasse
MAMONAS,MG,621.1450292397661,Baixo Repasse
PATOS DO PIAUI,PI,646.5441478439425,Baixo Repasse
CRUZMALTINA,PR,617.1297709923664,Baixo Repasse
CEDRO DO ABAETE,MG,685.525,Alto Repasse
NOVA EUROPA,SP,626.6509695290858,Baixo Repasse
CANOAS,RS,686.2079479576935,Alto Repasse
PASTOS BONS,MA,695.6220651350669,Alto Repasse
URUPES,SP,640.1909814323608,Baixo Repasse
GENTIL,RS,681.4509803921569,Alto Repasse
DIONISIO CERQUEIRA,SC,704.2524916943522,Alto Repasse
IRANDUBA,AM,707.5380980901044,Alto Repasse
CORONEL XAVIER CHAVES,MG,607.0275862068966,Baixo Repasse
SAO FRANCISCO DO OESTE,RN,636.0945945945946,Baixo Repasse
MEDIANEIRA,PR,635.6101694915254,Baixo Repasse
AMAPA DO MARANHAO,MA,712.5415244596132,Alto Repasse
FERROS,MG,625.801393728223,Baixo Repasse
PIRES FERREIRA,CE,690.1080887616321,Alto Repasse
SANTIAGO,RS,649.1447562776957,Baixo Repasse
BACURI,MA,697.181461352657,Alto Repasse
PRIMEIRA CRUZ,MA,719.9836004472605,Alto Repasse
RIO PRETO DA EVA,AM,712.8031598031598,Alto Repasse
SAO JOAO BATISTA DO GLORIA,MG,685.8412698412699,Alto Repasse
QUINZE DE NOVEMBRO,RS,689.5238095238095,Alto Repasse
MIRA ESTRELA,SP,623.436974789916,Baixo Repasse
RESSAQUINHA,MG,635.2185185185185,Baixo Repasse
MONTE DO CARMO,TO,723.5995115995116,Alto Repasse
NOVO HORIZONTE,SC,598.7575757575758,Baixo Repasse
SAO JOSE DA BOA VISTA,PR,684.4862637362637,Alto Repasse
SANTO ANTONIO DO JARDIM,SP,717.4549549549549,Alto Repasse
VARGEM GRANDE DO SUL,SP,707.2647249190939,Alto Repasse
ALGODAO DE JANDAIRA,PB,697.5728429985855,Alto Repasse
CHAPADAO DO SUL,MS,650.0687219010919,Baixo Repasse
DILERMANDO DE AGUIAR,RS,682.6727941176471,Alto Repasse
GUAIRA,SP,648.8,Baixo Repasse
BONITO DE MINAS,MG,691.3458244111349,Alto Repasse
TAIUVA,SP,624.9069767441861,Baixo Repasse
TACIBA,SP,643.5935114503817,Baixo Repasse
SULINA,PR,641.6647058823529,Baixo Repasse
TOME-ACU,PA,727.8556202344839,Alto Repasse
SANTA LUZIA,MG,644.3194474191475,Baixo Repasse
NOVA CAMPINA,SP,647.8565062388592,Baixo Repasse
TUFILANDIA,MA,735.0501105379514,Alto Repasse
PATO BRANCO,PR,633.609865470852,Baixo Repasse
GUATAMBU,SC,642.6761565836299,Baixo Repasse
BOTUCATU,SP,646.7163090730613,Baixo Repasse
AFONSO BEZERRA,RN,646.1255520504732,Baixo Repasse
ESPERANTINA,TO,699.9758269720102,Alto Repasse
OLHOS-D'AGUA,MG,645.8689591078067,Baixo Repasse
PATROCINIO,MG,649.8739275083173,Baixo Repasse
BURITI DO TOCANTINS,TO,708.0657894736842,Alto Repasse
MOJUI DOS CAMPOS,PA,696.4185867895545,Alto Repasse
NINA RODRIGUES,MA,746.4941575574821,Alto Repasse
FLORA RICA,SP,624.1111111111111,Baixo Repasse
BOA VIAGEM,CE,648.6461790616677,Baixo Repasse
SAMBAIBA,MA,694.5993404781533,Alto Repasse
CRUZILIA,MG,642.5070921985815,Baixo Repasse
SAO FRANCISCO DO PIAUI,PI,649.934144595562,Baixo Repasse
BALSAMO,SP,633.4496644295302,Baixo Repasse
BARCELOS,AM,774.7019420208275,Alto Repasse
SAO FRANCISCO,SP,617.2826086956521,Baixo Repasse
MIRADOURO,MG,612.9694868238557,Baixo Repasse
TORRINHA,SP,680.4356164383562,Alto Repasse
IBIAM,SC,682.511811023622,Alto Repasse
SAO FRANCISCO DE PAULA,MG,643.8753056234718,Baixo Repasse
VILA LANGARO,RS,530.6666666666666,Baixo Repasse
CAETANOS,BA,642.2563126945694,Baixo Repasse
ICARAIMA,PR,682.8494623655914,Alto Repasse
SANTO ANDRE,PB,648.2684426229508,Baixo Repasse
CRUZEIRO DO IGUACU,PR,639.263829787234,Baixo Repasse
MARIANO MORO,RS,687.0238095238095,Alto Repasse
LUIS DOMINGUES,MA,693.4148215092634,Alto Repasse
ITAQUIRAI,MS,633.9107843137255,Baixo Repasse
ITUVERAVA,SP,639.0405333333333,Baixo Repasse
MAMPITUBA,RS,685.5144032921811,Alto Repasse
SERRANOPOLIS,GO,683.8791593695272,Alto Repasse
GUAJARA,AM,757.8191971023242,Alto Repasse
JEQUITAI,MG,641.8788235294118,Baixo Repasse
JANAUBA,MG,646.931392151962,Baixo Repasse
PONTE PRETA,RS,698.75,Alto Repasse
PEABIRU,PR,646.8205128205128,Baixo Repasse
PALMEIRAIS,PI,689.1302259887005,Alto Repasse
PIRAJU,SP,684.5547191661841,Alto Repasse
RUBIATABA,GO,625.0552036199095,Baixo Repasse
MUQUEM DE SAO FRANCISCO,BA,694.7565251266069,Alto Repasse
CIPOTANEA,MG,634.5957746478873,Baixo Repasse
CUNHA PORA,SC,637.8820754716982,Baixo Repasse
MARABA PAULISTA,SP,635.0614525139665,Baixo Repasse
GODOFREDO VIANA,MA,710.2592771084337,Alto Repasse
DORES DO INDAIA,MG,640.1025641025641,Baixo Repasse
CEZARINA,GO,637.3624454148471,Baixo Repasse
CEDRO,PE,681.3495098039216,Alto Repasse
AMARGOSA,BA,642.4172306566672,Baixo Repasse
GONCALVES DIAS,MA,700.3105452532521,Alto Repasse
TERRA ALTA,PA,684.7865358592693,Alto Repasse
CASCAVEL,CE,647.8637912287061,Baixo Repasse
AMARANTE DO MARANHAO,MA,773.7648570510761,Alto Repasse
SANTA GERTRUDES,SP,623.2477272727273,Baixo Repasse
BOCAINA DO SUL,SC,650.6575757575757,Baixo Repasse
CATENDE,PE,649.7552372808892,Baixo Repasse
JANDAIRA,RN,681.7537848605577,Alto Repasse
ITAREMA,CE,694.1546066041582,Alto Repasse
WENCESLAU BRAZ,MG,635.3275109170306,Baixo Repasse
RUBIM,MG,637.7570518653321,Baixo Repasse
ITAGUARI,GO,632.9535452322739,Baixo Repasse
PEDRO REGIS,PB,688.9406986190089,Alto Repasse
MIRANDIBA,PE,684.0270106221548,Alto Repasse
SAO JOSE DE UBA,RJ,631.5642523364486,Baixo Repasse
WALL FERRAZ,PI,638.8098933074684,Baixo Repasse
INAJA,PR,637.2788461538462,Baixo Repasse
JUAZEIRINHO,PB,695.790841182202,Alto Repasse
EUCLIDES DA CUNHA PAULISTA,SP,648.7647058823529,Baixo Repasse
PRESIDENTE JUSCELINO,MA,725.9081920903955,Alto Repasse
BARRINHA,SP,683.6691701088997,Alto Repasse
VARGEM,SC,645.95,Baixo Repasse
SAO CARLOS,SC,646.4758064516129,Baixo Repasse
TERRA SANTA,PA,718.876457523598,Alto Repasse
SAO LOURENCO,MG,636.0919220055711,Baixo Repasse
AFONSO CUNHA,MA,740.7364718614718,Alto Repasse
MONTE ALEGRE,PA,706.6900566638205,Alto Repasse
PORTEL,PA,834.8425849968098,Alto Repasse
ARCEBURGO,MG,646.9152542372881,Baixo Repasse
QUIXABEIRA,BA,630.05910041841,Baixo Repasse
JARU,RO,643.092472511982,Baixo Repasse
GUARARA,MG,624.8876404494382,Baixo Repasse
SENADOR FIRMINO,MG,638.7394843962009,Baixo Repasse
CATOLE DO ROCHA,PB,642.407466952483,Baixo Repasse
PARAGOMINAS,PA,683.0961367133717,Alto Repasse
MARAVILHAS,MG,640.2282377919321,Baixo Repasse
COIVARAS,PI,681.8099547511313,Alto Repasse
LAGOA GRANDE DO MARANHAO,MA,732.4674037361799,Alto Repasse
CRUZALTENSE,RS,628.4615384615385,Baixo Repasse
ESMERALDA,RS,680.1826923076923,Alto Repasse
GUARINOS,GO,631.3991228070175,Baixo Repasse
VISTA ALEGRE DO PRATA,RS,699.1176470588235,Alto Repasse
LOUVEIRA,SP,649.0943279901356,Baixo Repasse
JACARE DOS HOMENS,AL,696.2484984984985,Alto Repasse
CAMPO NOVO DO PARECIS,MT,604.4838427947599,Baixo Repasse
SANTA RITA D'OESTE,SP,586.0,Baixo Repasse
COTEGIPE,BA,684.1651893634166,Alto Repasse
SANTANA DE CATAGUASES,MG,635.016348773842,Baixo Repasse
IOMERE,SC,572.6530612244898,Baixo Repasse
CALCADO,PE,682.9901800327332,Alto Repasse
CAVALCANTE,GO,708.2075085324232,Alto Repasse
DOUTOR RICARDO,RS,685.9761904761905,Alto Repasse
SENADOR JOSE PORFIRIO,PA,730.051339788336,Alto Repasse
LAGUNA,SC,643.893171061528,Baixo Repasse
CARATINGA,MG,630.4380729055639,Baixo Repasse
COMERCINHO,MG,647.8870229007633,Baixo Repasse
JUPI,PE,690.6175273865415,Alto Repasse
APERIBE,RJ,631.6021897810219,Baixo Repasse
ANTONIO DIAS,MG,621.8246268656717,Baixo Repasse
SAO FRANCISCO DO MARANHAO,MA,700.2367041198502,Alto Repasse
SAO JOAO DO JAGUARIBE,CE,638.0337768679632,Baixo Repasse
BALBINOS,SP,682.9136690647482,Alto Repasse
CAJAPIO,MA,689.4238778343359,Alto Repasse
ARACOIABA,CE,639.2107149594416,Baixo Repasse
TIGRINHOS,SC,626.3157894736842,Baixo Repasse
TORIXOREU,MT,646.0030211480363,Baixo Repasse
SAO BENTO DO SAPUCAI,SP,646.8947368421053,Baixo Repasse
MONTIVIDIU,GO,645.7658321060383,Baixo Repasse
ASSIS CHATEAUBRIAND,PR,641.3294036061027,Baixo Repasse
NEROPOLIS,GO,688.8690783807062,Alto Repasse
NOVO ARIPUANA,AM,739.7222647283857,Alto Repasse
CAIBATE,RS,633.1287128712871,Baixo Repasse
VERMELHO NOVO,MG,648.3267045454545,Baixo Repasse
ASSARE,CE,647.1277702832916,Baixo Repasse
MONTE ALEGRE DO PIAUI,PI,696.0064324591787,Alto Repasse
RIO SONO,TO,699.8252032520326,Alto Repasse
CURITIBA,PR,641.2897532357766,Baixo Repasse
SEVERIANO MELO,RN,638.5710764174199,Baixo Repasse
FREI MARTINHO,PB,640.2906815020863,Baixo Repasse
TAPAUA,AM,756.2459523809524,Alto Repasse
MANSIDAO,BA,682.3595432300164,Alto Repasse
SAO JOSE DO XINGU,MT,747.286214953271,Alto Repasse
NOVA BRESCIA,RS,692.1818181818181,Alto Repasse
SAO JOAO DO ITAPERIU,SC,709.5170454545455,Alto Repasse
RESTINGA,SP,681.2777777777778,Alto Repasse
FELIPE GUERRA,RN,618.4955357142857,Baixo Repasse
CARINHANHA,BA,686.3008584275786,Alto Repasse
RIO BONITO,RJ,639.7338576684003,Baixo Repasse
DOUTOR CAMARGO,PR,627.0581395348837,Baixo Repasse
BODOCO,PE,680.7798832081993,Alto Repasse
INDIAPORA,SP,622.226148409894,Baixo Repasse
JUTAI,AM,878.6680654637012,Alto Repasse
SAO JORGE DO IVAI,PR,549.9731182795699,Baixo Repasse
PEJUCARA,RS,681.1325301204819,Alto Repasse
MARCELINO RAMOS,RS,737.2727272727273,Alto Repasse
LAJEADO DO BUGRE,RS,686.1653116531165,Alto Repasse
JAQUIRANA,RS,694.545652173913,Alto Repasse
CANDIDO GODOI,RS,645.9117647058823,Baixo Repasse
CARANGOLA,MG,650.5107252298263,Baixo Repasse
UPANEMA,RN,630.5407407407407,Baixo Repasse
JANDIRA,SP,650.2367328103369,Baixo Repasse
SAO JOSE DO OURO,RS,626.124513618677,Baixo Repasse
ITABIRITO,MG,649.3057586837294,Baixo Repasse
ITACOATIARA,AM,733.0205483439082,Alto Repasse
FAXINAL,PR,684.0636777128005,Alto Repasse
MONTE ALEGRE DE SERGIPE,SE,683.7668172690763,Alto Repasse
ARACAI,MG,689.2331606217616,Alto Repasse
CASTANHEIRA,MT,690.6720977596741,Alto Repasse
LUPERCIO,SP,624.3030303030303,Baixo Repasse
GUAPIARA,SP,641.5997706422019,Baixo Repasse
SANTANA DO MANHUACU,MG,698.7377819548872,Alto Repasse
SAO DOMINGOS DO CAPIM,PA,701.6689170570405,Alto Repasse
JABOTICABAL,SP,647.844898953007,Baixo Repasse
PARANAPOEMA,PR,642.8859060402684,Baixo Repasse
FLOR DO SERTAO,SC,635.9655172413793,Baixo Repasse
PERITIBA,SC,611.6666666666666,Baixo Repasse
CAMPO ALEGRE DE LOURDES,BA,700.6649232914923,Alto Repasse
PARACAMBI,RJ,632.7554305360212,Baixo Repasse
TOMAZINA,PR,628.4526748971193,Baixo Repasse
MARACANA,PA,682.3282293986637,Alto Repasse
VITORIA BRASIL,SP,586.0892857142857,Baixo Repasse
GOVERNADOR EDISON LOBAO,MA,681.2515400410678,Alto Repasse
BALNEARIO PICARRAS,SC,695.4274867122248,Alto Repasse
GALINHOS,RN,620.9560117302053,Baixo Repasse
CHUI,RS,699.09375,Alto Repasse
BAGRE,PA,790.2102762625374,Alto Repasse
POTIRETAMA,CE,645.5970394736842,Baixo Repasse
AREIA BRANCA,RN,637.3047006155568,Baixo Repasse
PEROBAL,PR,704.9107142857143,Alto Repasse
PRESIDENTE CASTELLO BRANCO,SC,729.5294117647059,Alto Repasse
TUNAPOLIS,SC,614.2765957446809,Baixo Repasse
ITAGUAJE,PR,722.6666666666666,Alto Repasse
SALES,SP,642.4722753346081,Baixo Repasse
OURICURI,PE,683.8919508153833,Alto Repasse
PAULO FRONTIN,PR,685.5878378378378,Alto Repasse
ERVAL GRANDE,RS,687.4553072625698,Alto Repasse
NOVA GUARITA,MT,636.6015625,Baixo Repasse
BRAGANCA PAULISTA,SP,641.8572558323448,Baixo Repasse
SAO MIGUEL ARCANJO,SP,636.173861620343,Baixo Repasse
NOVA OLINDA,TO,689.9637377963738,Alto Repasse
TEOLANDIA,BA,680.9412997903564,Alto Repasse
ARACU,GO,683.9050131926122,Alto Repasse
SANTA SALETE,SP,627.2884615384615,Baixo Repasse
LIBERATO SALZANO,RS,685.7098976109215,Alto Repasse
SALITRE,CE,692.1734523145566,Alto Repasse
SANTA LUZIA DO PARUA,MA,690.5931623931624,Alto Repasse
PAULA FREITAS,PR,692.2766570605187,Alto Repasse
DOIS VIZINHOS,PR,648.210489014883,Baixo Repasse
BORA,SP,629.4042553191489,Baixo Repasse
BOM JESUS DA LAPA,BA,687.5589604344453,Alto Repasse
LONTRA,MG,647.2317301686446,Baixo Repasse
ITAICABA,CE,638.9151515151515,Baixo Repasse
PEDRA DOURADA,MG,644.8463356973996,Baixo Repasse
DOM PEDRO DE ALCANTARA,RS,704.7982456140351,Alto Repasse
AGUAS BELAS,PE,690.2444013258954,Alto Repasse
SERIO,RS,532.7142857142857,Baixo Repasse
DOUTOR PEDRINHO,SC,650.7142857142857,Baixo Repasse
ARROIO TRINTA,SC,688.6944444444445,Alto Repasse
MATRINCHA,GO,641.1073825503356,Baixo Repasse
INDEPENDENCIA,RS,690.258064516129,Alto Repasse
GAVIAO,BA,641.1338264963013,Baixo Repasse
CASTANHEIRAS,RO,685.1069958847737,Alto Repasse
CONTENDA,PR,693.8230543318649,Alto Repasse
PIRACANJUBA,GO,682.1310303752233,Alto Repasse
TURIUBA,SP,696.6266666666667,Alto Repasse
CRUZEIRO DO SUL,PR,644.1627906976744,Baixo Repasse
SAO BRAS,AL,683.9166666666666,Alto Repasse
GURINHATA,MG,647.2077087794432,Baixo Repasse
SANTA MARIA DO SALTO,MG,639.445278969957,Baixo Repasse
GUARANI,MG,646.6632200886263,Baixo Repasse
SANTO ANTONIO DOS MILAGRES,PI,685.3727272727273,Alto Repasse
DORES DO TURVO,MG,630.2240740740741,Baixo Repasse
CAIAPONIA,GO,642.8084848484848,Baixo Repasse
ESPUMOSO,RS,696.5177865612649,Alto Repasse
NOVA FATIMA,BA,650.5449735449736,Baixo Repasse
SAO JOAO DO TRIUNFO,PR,640.4855305466237,Baixo Repasse
MATOES DO NORTE,MA,699.1166666666667,Alto Repasse
SALVATERRA,PA,682.6275641025641,Alto Repasse
CAMARGO,RS,735.5777777777778,Alto Repasse
NOVO ALEGRE,TO,647.4153225806451,Baixo Repasse
NOVA SANTA BARBARA,PR,643.9728997289973,Baixo Repasse
NOVA NAZARE,MT,774.7768187422935,Alto Repasse
CAMAMU,BA,691.2844664434416,Alto Repasse
IBIRA,SP,646.3737769080235,Baixo Repasse
AFONSO CLAUDIO,ES,616.3824717285945,Baixo Repasse
ALTO SANTO,CE,649.1507352941177,Baixo Repasse
CRISTALINA,GO,688.9213018770449,Alto Repasse
COARI,AM,749.9669534610872,Alto Repasse
PONTES GESTAL,SP,640.1923076923077,Baixo Repasse
FELIZ DESERTO,AL,687.3616187989556,Alto Repasse
ALTAMIRA DO MARANHAO,MA,682.9551020408163,Alto Repasse
PARANAIBA,MS,648.6056051990251,Baixo Repasse
ITAITUBA,PA,708.4489905626568,Alto Repasse
GOIANA,MG,628.012987012987,Baixo Repasse
ITUMIRIM,MG,638.4146685472497,Baixo Repasse
SALGADO FILHO,PR,622.3777777777777,Baixo Repasse
CABECEIRA GRANDE,MG,680.9841772151899,Alto Repasse
PESCARIA BRAVA,SC,626.8317307692307,Baixo Repasse
SAUBARA,BA,634.8515003061849,Baixo Repasse
MATHIAS LOBATO,MG,642.9546875,Baixo Repasse
GOIATINS,TO,763.1923252626771,Alto Repasse
SANTO ANTONIO DOS LOPES,MA,694.1034694504145,Alto Repasse
PLANALTO,SP,588.5302325581396,Baixo Repasse
MATINHAS,PB,688.0183189655172,Alto Repasse
CORUMBIARA,RO,646.1448763250884,Baixo Repasse
ALPINOPOLIS,MG,692.9090909090909,Alto Repasse
JAPIRA,PR,647.4595588235294,Baixo Repasse
ARVOREDO,SC,627.3214285714286,Baixo Repasse
NOVA PADUA,RS,640.8333333333334,Baixo Repasse
NOVO ITACOLOMI,PR,643.0518867924528,Baixo Repasse
DIRCE REIS,SP,560.560975609756,Baixo Repasse
SAO DOMINGOS DE POMBAL,PB,646.5932203389831,Baixo Repasse
VAZANTE,MG,650.5190615835777,Baixo Repasse
SANTA QUITERIA DO MARANHAO,MA,716.4799420009666,Alto Repasse
IPUBI,PE,701.4537803138373,Alto Repasse
MEDICILANDIA,PA,698.2670963684956,Alto Repasse
IBARAMA,RS,602.8883928571429,Baixo Repasse
CORRENTE,PI,680.698187732342,Alto Repasse
BRAUNA,SP,693.142566191446,Alto Repasse
TIRADENTES,MG,649.3542274052478,Baixo Repasse
SANTA FE DE GOIAS,GO,685.6010230179028,Alto Repasse
PIRENOPOLIS,GO,635.0961775585697,Baixo Repasse
MARECHAL THAUMATURGO,AC,780.4343007915568,Alto Repasse
RIBAS DO RIO PARDO,MS,617.5859504132231,Baixo Repasse
MATEUS LEME,MG,650.4427710843373,Baixo Repasse
SANTANOPOLIS,BA,645.7495674740485,Baixo Repasse
POPULINA,SP,625.4041095890411,Baixo Repasse
ARCOVERDE,PE,682.9079279582562,Alto Repasse
BORBOREMA,SP,631.9810344827587,Baixo Repasse
ERVAL VELHO,SC,589.9090909090909,Baixo Repasse
SAO JOAO DO SOTER,MA,727.8039912520503,Alto Repasse
LAGO DOS RODRIGUES,MA,691.4971461187215,Alto Repasse
DIAMANTINO,MT,643.9448345035105,Baixo Repasse
SEBASTIAO LEAL,PI,680.8454440599769,Alto Repasse
GOIANESIA,GO,648.9492537313433,Baixo Repasse
IGUARACU,PR,645.3429752066115,Baixo Repasse
SAO JOAO DO IVAI,PR,632.4539295392954,Baixo Repasse
SANTA HELENA,PB,644.2826225334182,Baixo Repasse
ASCURRA,SC,725.7947368421053,Alto Repasse
MUQUI,ES,650.51677852349,Baixo Repasse
PIANCO,PB,641.8689207966652,Baixo Repasse
PIMENTA,MG,642.6815144766147,Baixo Repasse
MORTUGABA,BA,648.0441817050405,Baixo Repasse
ARMAZEM,SC,710.5548387096774,Alto Repasse
AMAPORA,PR,681.6446280991736,Alto Repasse
PARAI,RS,638.741935483871,Baixo Repasse
VEREDINHA,MG,643.2198221092757,Baixo Repasse
ITAPIRA,SP,637.013731060606,Baixo Repasse
PALMEIRA D'OESTE,SP,627.7796610169491,Baixo Repasse
GETULIO VARGAS,RS,718.4035608308606,Alto Repasse
SENADOR ALEXANDRE COSTA,MA,716.4458193979933,Alto Repasse
PINHEIRO MACHADO,RS,644.1114435302917,Baixo Repasse
IRITUIA,PA,686.2965252874984,Alto Repasse
SUZANAPOLIS,SP,623.9010416666666,Baixo Repasse
GUABIRUBA,SC,686.6588050314465,Alto Repasse
TRES DE MAIO,RS,646.1391147244806,Baixo Repasse
SAO JOAO DO OESTE,SC,643.5675675675676,Baixo Repasse
PAJEU DO PIAUI,PI,639.0594227504245,Baixo Repasse
CAPUTIRA,MG,686.9240506329114,Alto Repasse
PINDAI,BA,639.3461538461538,Baixo Repasse
MELGACO,PA,828.2197267158788,Alto Repasse
SANTO ANGELO,RS,681.2007070981779,Alto Repasse
LINHARES,ES,637.5847276386967,Baixo Repasse
LENCOIS PAULISTA,SP,642.188770053476,Baixo Repasse
JOINVILLE,SC,650.0267507886435,Baixo Repasse
ARARENDA,CE,649.8522537562604,Baixo Repasse
JALES,SP,625.0074712643678,Baixo Repasse
TACARATU,PE,681.2352213702696,Alto Repasse
APICUM-ACU,MA,688.491015625,Alto Repasse
TABATINGA,AM,807.4118083921277,Alto Repasse
PINTO BANDEIRA,RS,732.075,Alto Repasse
TAPARUBA,MG,635.1057142857143,Baixo Repasse
JOCA MARQUES,PI,685.8057553956835,Alto Repasse
SANTA LUZIA DO NORTE,AL,690.0107858243451,Alto Repasse
ANTA GORDA,RS,720.695652173913,Alto Repasse
TERRA DE AREIA,RS,693.0151024811219,Alto Repasse
SENADOR JOSE BENTO,MG,612.3942307692307,Baixo Repasse
CRUZ DAS ALMAS,BA,645.3731727498391,Baixo Repasse
SAO FELIPE D'OESTE,RO,641.0917874396135,Baixo Repasse
EUGENOPOLIS,MG,638.7801418439716,Baixo Repasse
CHAPADA GAUCHA,MG,685.2860738255033,Alto Repasse
INACIO MARTINS,PR,689.4388843314192,Alto Repasse
SETUBINHA,MG,695.8781925343811,Alto Repasse
RIBEIRAO PIRES,SP,649.0144028805761,Baixo Repasse
CARVALHOS,MG,646.2462908011869,Baixo Repasse
GOIAS,GO,645.3109589041096,Baixo Repasse
ANAPURUS,MA,718.4565271241021,Alto Repasse
CURVELO,MG,642.9059013505579,Baixo Repasse
AGUAS DE SAO PEDRO,SP,606.8591549295775,Baixo Repasse
SAO BENTO ABADE,MG,629.8747855917667,Baixo Repasse
LEOPOLDO DE BULHOES,GO,693.6497354497354,Alto Repasse
ISRAELANDIA,GO,641.4764542936288,Baixo Repasse
ARARICA,RS,685.2366589327146,Alto Repasse
PRACINHA,SP,650.8232323232323,Baixo Repasse
SENA MADUREIRA,AC,716.6854429696773,Alto Repasse
PORTELANDIA,GO,688.8005319148937,Alto Repasse
BOCAINA DE MINAS,MG,642.6528704939919,Baixo Repasse
BURITI,MA,729.2966689326988,Alto Repasse
CIDADE GAUCHA,PR,608.7704918032787,Baixo Repasse
NOVA LACERDA,MT,706.331499312242,Alto Repasse
PAPANDUVA,SC,632.5194585448393,Baixo Repasse
CAPELA,AL,680.2160407974038,Alto Repasse
ELISIO MEDRADO,BA,647.8600451467269,Baixo Repasse
CONSOLACAO,MG,637.8632478632478,Baixo Repasse
PAROBE,RS,694.3242684008277,Alto Repasse
SAO LUIS GONZAGA DO MARANHAO,MA,684.9529788939353,Alto Repasse
NOVA ERECHIM,SC,710.5117647058823,Alto Repasse
PILOES,PB,691.5852631578947,Alto Repasse
CAMPINAS DO SUL,RS,726.0271739130435,Alto Repasse
COLORADO,PR,648.8210116731517,Baixo Repasse
IPANGUACU,RN,639.5991714137753,Baixo Repasse
SAO JOSE DO JACUIPE,BA,642.4891191709845,Baixo Repasse
MORROS,MA,719.291307232913,Alto Repasse
SANTA MARIA,RS,682.2831459246554,Alto Repasse
VIRADOURO,SP,691.0649350649351,Alto Repasse
AREIAS,SP,680.8533007334963,Alto Repasse
ARAQUARI,SC,685.0102131438721,Alto Repasse
SAO PEDRO DO IVAI,PR,645.1470137825421,Baixo Repasse
SANTA TEREZA DO OESTE,PR,687.6086486486487,Alto Repasse
SANTA TEREZINHA,SC,635.0240963855422,Baixo Repasse
ZE DOCA,MA,697.9186781980121,Alto Repasse
CACIMBA DE DENTRO,PB,681.0034423407917,Alto Repasse
GUARAPUAVA,PR,684.4726005701615,Alto Repasse
ALAGOINHA,PB,681.3235855054037,Alto Repasse
MAGDA,SP,605.7540983606557,Baixo Repasse
VILA VALERIO,ES,694.4204834605598,Alto Repasse
LINHA NOVA,RS,622.9411764705883,Baixo Repasse
MANHUMIRIM,MG,644.1626742938863,Baixo Repasse
SANTA FE,PR,598.852233676976,Baixo Repasse
SAGRES,SP,600.2753623188406,Baixo Repasse
NOVA RUSSAS,CE,680.1768090285461,Alto Repasse
PONTA PORA,MS,701.7819825501945,Alto Repasse
LOBATO,PR,641.3882352941176,Baixo Repasse
MOEDA,MG,601.1435523114355,Baixo Repasse
CAJOBI,SP,630.2112970711297,Baixo Repasse
CERES,GO,640.2869080779944,Baixo Repasse
CAMACHO,MG,684.9875776397515,Alto Repasse
DARCINOPOLIS,TO,688.8751248751249,Alto Repasse
CAPARAO,MG,682.626400996264,Alto Repasse
MUNHOZ,MG,698.1263157894737,Alto Repasse
PEDRO DO ROSARIO,MA,697.3773466045105,Alto Repasse
BALNEARIO RINCAO,SC,694.1016299137104,Alto Repasse
RAUL SOARES,MG,637.3647887323943,Baixo Repasse
AURILANDIA,GO,631.7380952380952,Baixo Repasse
FORMIGA,MG,638.4890254609306,Baixo Repasse
ARARUNA,PB,680.1912729658793,Alto Repasse
CANDIBA,BA,650.1533305404273,Baixo Repasse
IBIACA,RS,694.9540229885057,Alto Repasse
POCOS DE CALDAS,MG,646.3403079352546,Baixo Repasse
GOVERNADOR EUGENIO BARROS,MA,688.1533073929961,Alto Repasse
IPEUNA,SP,639.084375,Baixo Repasse
JECEABA,MG,631.7731277533039,Baixo Repasse
CATOLANDIA,BA,688.7389443651925,Alto Repasse
PIRATUBA,SC,630.5396825396825,Baixo Repasse
SENADOR GUIOMARD,AC,687.6259587020648,Alto Repasse
JARAGUARI,MS,685.6180758017492,Alto Repasse
ALPESTRE,RS,598.9090909090909,Baixo Repasse
CEU AZUL,PR,645.234693877551,Baixo Repasse
SAO RAFAEL,RN,647.3010396975425,Baixo Repasse
CARRASCO BONITO,TO,732.7545638945234,Alto Repasse
NOVA ALVORADA,RS,648.1486486486486,Baixo Repasse
MORRINHOS DO SUL,RS,650.1739130434783,Baixo Repasse
ARAGUACEMA,TO,681.5750873108266,Alto Repasse
CRAIBAS,AL,687.026458734887,Alto Repasse
BOM JESUS DO TOCANTINS,TO,685.0043859649123,Alto Repasse
OSCAR BRESSANE,SP,605.7322834645669,Baixo Repasse
VERA CRUZ,RN,683.290944123314,Alto Repasse
APUI,AM,694.4864061172473,Alto Repasse
CARLOS CHAGAS,MG,644.6162845109967,Baixo Repasse
GUATAPARA,SP,685.9815837937385,Alto Repasse
FLORESTAL,MG,636.368778280543,Baixo Repasse
CEREJEIRAS,RO,696.3590381426202,Alto Repasse
ANTONIO PRADO,RS,645.013986013986,Baixo Repasse
SAO JOAQUIM,SC,644.8010471204188,Baixo Repasse
GARUVA,SC,638.2105263157895,Baixo Repasse
FLORES DE GOIAS,GO,681.5927835051547,Alto Repasse
SANTA ISABEL DO RIO NEGRO,AM,804.9098516546215,Alto Repasse
LIZARDA,TO,734.4767932489451,Alto Repasse
BOCAIUVA DO SUL,PR,684.26,Alto Repasse
